timestamp,id,description,severity,lat,lng,type,hour,location,Length_of_Time(Hours),incidents_per_town_hour,incidents_per_type,day_of_week,is_weekend,morning_rush,evening_rush,rush,location_numerical
2025-05-06 10:45:01.913822-04:00,267318600007287288,Road construction,1,41.82164,-71.48282,1,10,Johnston,4.25,3,221,Tuesday,False,0,0,0,33
2025-05-06 10:45:01.913877-04:00,1792473666902575414,Bridge maintenance operations,1,41.98279,-71.40938,1,10,Cumberland,4.25,2,26,Tuesday,False,0,0,0,7
2025-05-06 10:45:01.913883-04:00,183889991604390169,Road construction. Right lane closed,1,41.35156,-71.7681,1,10,Westerly,6.0,1,46,Tuesday,False,0,0,0,29
2025-05-06 10:45:01.913913-04:00,3285943702825307091,Road construction,1,41.84683,-71.50146,1,10,Johnston,4.25,3,221,Tuesday,False,0,0,0,33
2025-05-06 10:45:01.913940-04:00,3541405440394872299,Road construction. Left lane closed,1,41.97095,-71.51173,1,10,North Smithfield,0.25,6,48,Tuesday,False,0,0,0,0
2025-05-06 10:45:01.913952-04:00,3900006399268383637,Road maintenance operations,3,41.52913,-71.46578,1,10,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 10:45:01.913987-04:00,3477905961009735731,Accident,2,41.74293,-71.43033,4,10,Warwick,0.25,2,20,Tuesday,False,0,0,0,25
2025-05-06 10:45:01.913998-04:00,828971025657949719,Road maintenance operations,3,41.53095,-71.46638,1,10,North Kingstown,0.25,34,657,Tuesday,False,0,0,0,19
2025-05-06 10:45:01.914047-04:00,2970341827809866298,Road construction,1,41.93026,-71.54002,1,10,Smithfield,4.25,1,221,Tuesday,False,0,0,0,1
2025-05-06 10:45:01.914064-04:00,2761503520783606621,Bridge maintenance operations,1,41.73156,-71.48707,1,10,Cranston,3.5,5,26,Tuesday,False,0,0,0,26
2025-05-06 10:45:01.914105-04:00,2915879689067107013,Road construction,1,41.53193,-71.27137,1,10,Middletown,4.25,2,221,Tuesday,False,0,0,0,32
2025-05-06 10:45:01.914192-04:00,1037721638835771287,Road maintenance operations,3,41.53059,-71.46461,1,10,North Kingstown,0.25,34,657,Tuesday,False,0,0,0,19
2025-05-06 10:45:01.914271-04:00,1446210608725495269,Road construction on the shoulder,1,41.61825,-71.20574,1,10,Tiverton,4.25,1,16,Tuesday,False,0,0,0,24
2025-05-06 11:00:02.532177-04:00,4476682783517779906,Road construction. Left lane closed,1,41.97095,-71.51173,1,11,North Smithfield,1.0,3,48,Tuesday,False,0,0,0,0
2025-05-06 11:00:02.532241-04:00,976357764704587956,Road construction. Right lane closed,1,41.68022,-71.1206,1,11,Fall River,0.25,4,46,Tuesday,False,0,0,0,9
2025-05-06 11:00:02.532315-04:00,933158919263174360,Road construction,1,41.69708,-71.48475,1,11,Warwick,4.0,7,221,Tuesday,False,0,0,0,25
2025-05-06 11:00:02.532452-04:00,1037721638828657950,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:00:02.532474-04:00,1905448410265188336,Road construction,1,41.71657,-71.46587,1,11,Warwick,4.0,7,221,Tuesday,False,0,0,0,25
2025-05-06 11:00:02.532485-04:00,2824419043862638689,Road construction on the shoulder,1,41.45056,-71.49564,1,11,Wakefield,4.0,2,16,Tuesday,False,0,0,0,23
2025-05-06 11:00:02.532506-04:00,4449254666737322454,Road construction. Right lane closed,1,41.67551,-71.09575,1,11,Westport,0.25,1,46,Tuesday,False,0,0,0,5
2025-05-06 11:00:02.532564-04:00,2419252962820290029,Road construction,1,41.71869,-71.484,1,11,Warwick,4.0,7,221,Tuesday,False,0,0,0,25
2025-05-06 11:00:02.532582-04:00,3117065985778630473,Road maintenance operations,3,41.53095,-71.46638,1,11,North Kingstown,0.75,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:15:02.104338-04:00,2927949858827998303,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:15:02.104394-04:00,1824274305544706819,Disabled vehicle. Shoulder blocked,2,41.85204,-71.40994,4,11,Providence,0.5,13,30,Tuesday,False,0,0,0,6
2025-05-06 11:30:01.710759-04:00,3523102292018058810,Accident. Right lane blocked,2,41.82914,-71.41793,4,11,Providence,0.25,13,11,Tuesday,False,0,0,0,6
2025-05-06 11:30:01.711035-04:00,1887453177635812811,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:45:02.221353-04:00,464605674324877715,Accident. Shoulder blocked,2,41.92139,-71.45621,4,11,Lincoln,0.25,1,34,Tuesday,False,0,0,0,4
2025-05-06 11:45:02.221406-04:00,3529982009818712032,Road maintenance operations,3,41.53024,-71.46518,1,11,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:45:02.221506-04:00,56235343773564629,Road maintenance operations,3,41.53095,-71.46638,1,11,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:45:02.221570-04:00,3900006399281934339,Road maintenance operations,3,41.52913,-71.46578,1,11,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:45:02.221728-04:00,3114004077882806894,Road maintenance operations,3,41.53059,-71.46461,1,11,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 11:45:02.221734-04:00,1824274305544706822,Disabled vehicle. Shoulder blocked,2,41.85204,-71.40994,4,11,Providence,0.25,13,30,Tuesday,False,0,0,0,6
2025-05-06 12:00:01.855842-04:00,3187645265529604267,Construction work,1,41.81619,-71.40007,1,12,Providence,19.25,21,235,Tuesday,False,0,0,0,6
2025-05-06 12:00:01.855922-04:00,3114004077885153975,Road maintenance operations,3,41.53059,-71.46461,1,12,North Kingstown,0.5,28,657,Tuesday,False,0,0,0,19
2025-05-06 12:00:01.856665-04:00,4476682783516792756,Road construction. Left lane closed,1,41.97095,-71.51173,1,12,North Smithfield,1.75,5,48,Tuesday,False,0,0,0,0
2025-05-06 12:30:02.033104-04:00,1582192976858797285,Road maintenance operations,3,41.53059,-71.46461,1,12,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 12:30:02.033156-04:00,1728539342459951245,Road construction,1,41.03637,-71.94149,1,12,Montauk,1.25,7,221,Tuesday,False,0,0,0,27
2025-05-06 12:30:02.033218-04:00,986888788381948235,Road construction,1,41.03679,-71.94081,1,12,Montauk,1.25,7,221,Tuesday,False,0,0,0,27
2025-05-06 12:45:01.540361-04:00,3529982009818164796,Road maintenance operations,3,41.53024,-71.46518,1,12,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 12:45:01.540630-04:00,2497925868244412831,Road maintenance operations,3,41.53059,-71.46461,1,12,North Kingstown,0.25,28,657,Tuesday,False,0,0,0,19
2025-05-06 12:45:01.540670-04:00,3900006399279482460,Road maintenance operations,3,41.52913,-71.46578,1,12,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 12:45:01.540762-04:00,56235343777719043,Road maintenance operations,3,41.53095,-71.46638,1,12,North Kingstown,1.0,28,657,Tuesday,False,0,0,0,19
2025-05-06 13:00:02.293160-04:00,3231096673673634994,Road maintenance operations,3,41.53059,-71.46461,1,13,North Kingstown,0.75,26,657,Tuesday,False,0,0,0,19
2025-05-06 13:00:02.293330-04:00,4399874343589075226,Accident. Shoulder blocked,2,41.82201,-71.47072,4,13,Providence,0.25,5,34,Tuesday,False,0,0,0,6
2025-05-06 13:45:02.017670-04:00,3231096673672584262,Road maintenance operations,3,41.53059,-71.46461,1,13,North Kingstown,0.25,26,657,Tuesday,False,0,0,0,19
2025-05-06 13:45:02.017870-04:00,3529982009806683023,Road maintenance operations,3,41.53024,-71.46518,1,13,North Kingstown,1.0,26,657,Tuesday,False,0,0,0,19
2025-05-06 13:45:02.018024-04:00,4476682783516354888,Road construction. Left lane closed,1,41.97095,-71.51173,1,13,North Smithfield,1.0,4,48,Tuesday,False,0,0,0,0
2025-05-06 13:45:02.018069-04:00,3900006399268552655,Road maintenance operations,3,41.52913,-71.46578,1,13,North Kingstown,1.0,26,657,Tuesday,False,0,0,0,19
2025-05-06 13:45:02.018080-04:00,4582974097471180915,Disabled vehicle. Shoulder blocked,2,41.81908,-71.39123,4,13,Providence,0.5,5,30,Tuesday,False,0,0,0,6
2025-05-06 13:45:02.018100-04:00,56235343777109650,Road maintenance operations,3,41.53095,-71.46638,1,13,North Kingstown,1.0,26,657,Tuesday,False,0,0,0,19
2025-05-06 14:00:01.638172-04:00,3231096673685918880,Road maintenance operations,3,41.53059,-71.46461,1,14,North Kingstown,0.75,40,657,Tuesday,False,0,0,0,19
2025-05-06 14:15:02.263554-04:00,2898352658164692951,Road maintenance operations,1,41.84833,-71.06223,1,14,Berkley,1.0,3,657,Tuesday,False,0,0,0,30
2025-05-06 14:15:02.263613-04:00,1478848689935848786,Road maintenance operations,1,41.65684,-71.03292,1,14,North Dartmouth,1.0,2,657,Tuesday,False,0,0,0,46
2025-05-06 14:15:02.263890-04:00,2035403464903775812,Road maintenance operations,1,41.87381,-71.05757,1,14,Taunton,1.0,10,657,Tuesday,False,0,0,0,22
2025-05-06 14:45:02.427291-04:00,3900006399274211286,Road maintenance operations,3,41.52913,-71.46578,1,14,North Kingstown,1.0,40,657,Tuesday,False,0,0,0,19
2025-05-06 14:45:02.427373-04:00,3529982009808363886,Road maintenance operations,3,41.53024,-71.46518,1,14,North Kingstown,1.0,40,657,Tuesday,False,0,0,0,19
2025-05-06 14:45:02.427586-04:00,56235343774111795,Road maintenance operations,3,41.53095,-71.46638,1,14,North Kingstown,0.25,40,657,Tuesday,False,0,0,0,19
2025-05-06 14:45:02.427702-04:00,3231096673669819505,Road maintenance operations,3,41.53059,-71.46461,1,14,North Kingstown,0.25,40,657,Tuesday,False,0,0,0,19
2025-05-06 14:45:02.427709-04:00,4476682783516093163,Road construction. Left lane closed,2,41.97095,-71.51173,1,14,North Smithfield,0.25,4,48,Tuesday,False,0,0,0,0
2025-05-06 15:00:02.068141-04:00,3214862477340732232,Road maintenance operations,3,41.53095,-71.46638,1,15,North Kingstown,0.75,42,657,Tuesday,False,0,0,0,19
2025-05-06 15:00:02.068709-04:00,3231096673673757839,Road maintenance operations,3,41.53059,-71.46461,1,15,North Kingstown,0.75,42,657,Tuesday,False,0,0,0,19
2025-05-06 15:00:02.068883-04:00,1856966686301511809,Road construction. Left lane closed,2,41.97629,-71.53401,1,15,North Smithfield,1.75,6,48,Tuesday,False,0,0,0,0
2025-05-06 15:15:01.592501-04:00,3788986071312364945,Road maintenance operations,1,41.77601,-71.26918,1,15,Rehoboth,1.0,5,657,Tuesday,False,0,0,0,39
2025-05-06 15:15:01.592536-04:00,1458833414594822902,Road maintenance operations,1,41.978,-71.15429,1,15,Norton,1.0,3,657,Tuesday,False,0,0,0,36
2025-05-06 15:15:01.592609-04:00,1879037980327469963,Road maintenance operations,1,41.9609,-71.10155,1,15,Taunton,1.0,7,657,Tuesday,False,0,0,0,22
2025-05-06 15:15:01.592626-04:00,2422393030587188819,Road construction,3,41.8984,-71.89875,1,15,Putnam,0.25,1,221,Tuesday,False,0,0,0,31
2025-05-06 15:15:01.592660-04:00,1747260166318648700,Road maintenance operations,1,41.95282,-71.38093,1,15,North Attleboro,1.0,3,657,Tuesday,False,0,0,0,37
2025-05-06 15:45:01.675625-04:00,3231096673677793102,Road maintenance operations,3,41.53059,-71.46461,1,15,North Kingstown,0.25,42,657,Tuesday,False,0,0,0,19
2025-05-06 15:45:01.675713-04:00,3900006399275480022,Road maintenance operations,3,41.52913,-71.46578,1,15,North Kingstown,1.0,42,657,Tuesday,False,0,0,0,19
2025-05-06 15:45:01.675731-04:00,3592641510394250682,Road maintenance operations,3,41.53095,-71.46638,1,15,North Kingstown,1.0,42,657,Tuesday,False,0,0,0,19
2025-05-06 15:45:01.675903-04:00,3529982009813566250,Road maintenance operations,3,41.53024,-71.46518,1,15,North Kingstown,1.0,42,657,Tuesday,False,0,0,0,19
2025-05-06 16:00:02.314563-04:00,3231096673680320076,Road maintenance operations,3,41.53059,-71.46461,1,16,North Kingstown,0.75,34,657,Tuesday,False,0,0,0,19
2025-05-06 16:15:01.842005-04:00,1667498088696835001,Disabled vehicle. Shoulder blocked,2,41.81867,-71.38179,4,16,East Providence,0.5,9,30,Tuesday,False,0,0,0,3
2025-05-06 16:30:02.438947-04:00,3040427855071079207,Disabled vehicle. Shoulder blocked,2,41.78494,-71.42245,4,16,Cranston,0.5,3,30,Tuesday,False,0,0,0,26
2025-05-06 16:30:02.439015-04:00,4574138636101224564,Disabled vehicle. Shoulder blocked,2,41.9605,-71.49384,4,16,North Smithfield,0.5,1,30,Tuesday,False,0,0,0,0
2025-05-06 16:45:01.999922-04:00,3900006399272978888,Road maintenance operations,3,41.52913,-71.46578,1,16,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 16:45:01.999962-04:00,3592641510401965063,Road maintenance operations,3,41.53095,-71.46638,1,16,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 16:45:01.999979-04:00,3529982009815599472,Road maintenance operations,3,41.53024,-71.46518,1,16,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 16:45:02.000086-04:00,3231096673671258614,Road maintenance operations,3,41.53059,-71.46461,1,16,North Kingstown,0.25,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:00:01.575389-04:00,1427135342834495332,Disabled vehicle. Shoulder blocked,2,41.9605,-71.49384,4,17,North Smithfield,0.5,1,30,Tuesday,False,0,0,0,0
2025-05-06 17:00:01.575425-04:00,3040427855071079209,Disabled vehicle. Shoulder blocked,2,41.78494,-71.42245,4,17,Cranston,0.5,5,30,Tuesday,False,0,0,0,26
2025-05-06 17:00:01.575467-04:00,3231096673681161898,Road maintenance operations,3,41.53059,-71.46461,1,17,North Kingstown,0.75,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:00:01.575480-04:00,4351972782898345087,Accident. Shoulder blocked,2,41.7895,-71.41827,4,17,Providence,0.5,18,34,Tuesday,False,0,0,0,6
2025-05-06 17:15:02.105578-04:00,4124501462549299325,Accident. Right lane blocked,2,41.72929,-71.45771,4,17,Warwick,0.5,2,11,Tuesday,False,0,0,0,25
2025-05-06 17:15:02.105838-04:00,569178392029311239,Right lane closed,2,41.95643,-71.30369,1,17,Attleboro,6.0,5,52,Tuesday,False,0,0,0,8
2025-05-06 17:30:01.688969-04:00,3295708730364649752,Accident. Left lane blocked,2,41.70141,-71.47399,4,17,Warwick,0.5,2,14,Tuesday,False,0,0,0,25
2025-05-06 17:30:01.689119-04:00,4351972782898345090,Accident. Shoulder blocked,2,41.7895,-71.41827,4,17,Providence,0.5,18,34,Tuesday,False,0,0,0,6
2025-05-06 17:30:01.689151-04:00,3040427855071079211,Disabled vehicle. Shoulder blocked,2,41.78494,-71.42245,4,17,Cranston,0.5,5,30,Tuesday,False,0,0,0,26
2025-05-06 17:30:01.689233-04:00,187463006886933564,Disabled vehicle. Shoulder blocked,2,41.84085,-71.41807,4,17,Providence,0.25,18,30,Tuesday,False,0,0,0,6
2025-05-06 17:45:02.189065-04:00,3231096673685088606,Road maintenance operations,3,41.53059,-71.46461,1,17,North Kingstown,0.25,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:45:02.189115-04:00,3592641510390043866,Road maintenance operations,3,41.53095,-71.46638,1,17,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:45:02.189155-04:00,3529982009821388149,Road maintenance operations,3,41.53024,-71.46518,1,17,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:45:02.189188-04:00,3900006399274321536,Road maintenance operations,3,41.52913,-71.46578,1,17,North Kingstown,1.0,34,657,Tuesday,False,0,0,0,19
2025-05-06 17:45:02.189194-04:00,3642855420250086851,Disabled vehicle. Shoulder blocked,2,41.84085,-71.41807,4,17,Providence,0.5,18,30,Tuesday,False,0,0,0,6
2025-05-06 18:00:01.795975-04:00,3231096673678004256,Road maintenance operations,3,41.53059,-71.46461,1,18,North Kingstown,0.75,31,657,Tuesday,False,0,0,0,19
2025-05-06 18:00:01.796082-04:00,3040427855071079212,Disabled vehicle. Shoulder blocked,2,41.78494,-71.42245,4,18,Cranston,0.25,2,30,Tuesday,False,0,0,0,26
2025-05-06 18:00:01.796162-04:00,4351972782898345092,Accident. Shoulder blocked,2,41.7895,-71.41827,4,18,Providence,0.25,14,34,Tuesday,False,0,0,0,6
2025-05-06 18:00:01.796286-04:00,3529847807827541312,Accident. Left lane blocked,2,41.70141,-71.47399,4,18,Warwick,0.25,1,14,Tuesday,False,0,0,0,25
2025-05-06 18:30:01.986005-04:00,2278128479980706794,Construction work,1,41.37547,-71.95858,1,18,Mystic,1.0,1,235,Tuesday,False,0,0,0,11
2025-05-06 18:45:01.532849-04:00,3529982009805908559,Road maintenance operations,3,41.53024,-71.46518,1,18,North Kingstown,1.0,31,657,Tuesday,False,0,0,0,19
2025-05-06 18:45:01.532894-04:00,3900006399267561678,Road maintenance operations,3,41.52913,-71.46578,1,18,North Kingstown,1.0,31,657,Tuesday,False,0,0,0,19
2025-05-06 18:45:01.532941-04:00,3592641510400020088,Road maintenance operations,3,41.53095,-71.46638,1,18,North Kingstown,1.0,31,657,Tuesday,False,0,0,0,19
2025-05-06 18:45:01.533094-04:00,3231096673671391093,Road maintenance operations,3,41.53059,-71.46461,1,18,North Kingstown,0.25,31,657,Tuesday,False,0,0,0,19
2025-05-06 19:00:02.169282-04:00,3231096673675091630,Road maintenance operations,3,41.53059,-71.46461,1,19,North Kingstown,0.5,35,657,Tuesday,False,0,0,0,19
2025-05-06 19:30:02.346169-04:00,4033665973954829564,Construction work,1,41.37547,-71.95858,1,19,Mystic,9.75,2,235,Tuesday,False,0,0,0,11
2025-05-06 19:30:02.346211-04:00,4341474920091588243,Road maintenance operations,3,41.53059,-71.46461,1,19,North Kingstown,0.25,35,657,Tuesday,False,0,0,0,19
2025-05-06 19:45:01.853695-04:00,3474804258835598991,Road maintenance operations,3,41.53059,-71.46461,1,19,North Kingstown,0.25,35,657,Tuesday,False,0,0,0,19
2025-05-06 19:45:01.853772-04:00,3900006399279158386,Road maintenance operations,3,41.52913,-71.46578,1,19,North Kingstown,1.0,35,657,Tuesday,False,0,0,0,19
2025-05-06 19:45:01.853932-04:00,3529982009817552819,Road maintenance operations,3,41.53024,-71.46518,1,19,North Kingstown,1.0,35,657,Tuesday,False,0,0,0,19
2025-05-06 19:45:01.853953-04:00,3592641510390148819,Road maintenance operations,3,41.53095,-71.46638,1,19,North Kingstown,1.0,35,657,Tuesday,False,0,0,0,19
2025-05-06 20:00:02.471954-04:00,587694525136614614,Road maintenance operations,3,41.53059,-71.46461,1,20,North Kingstown,0.75,43,657,Tuesday,False,0,0,0,19
2025-05-06 20:15:02.002278-04:00,3174994357404584245,Road construction. Roadway reduced to two lanes,1,41.70353,-71.16002,1,20,Fall River,8.0,8,39,Tuesday,False,0,0,0,9
2025-05-06 20:15:02.002295-04:00,1569758311004966075,Bridge maintenance operations,2,41.77693,-71.42615,1,20,Cranston,9.0,9,26,Tuesday,False,0,0,0,26
2025-05-06 20:15:02.002317-04:00,1499412987275283442,Right lane closed,1,41.90308,-70.96526,1,20,Middleboro,1.0,3,52,Tuesday,False,0,0,0,10
2025-05-06 20:15:02.002350-04:00,3319261217785456521,Bridge maintenance operations,2,41.7789,-71.42567,1,20,Cranston,9.0,9,26,Tuesday,False,0,0,0,26
2025-05-06 20:15:02.002454-04:00,77600365911706744,Road maintenance operations,1,41.71363,-71.17822,1,20,Somerset,8.0,7,657,Tuesday,False,0,0,0,17
2025-05-06 20:45:02.116974-04:00,587694525139113269,Road maintenance operations,3,41.53059,-71.46461,1,20,North Kingstown,0.25,43,657,Tuesday,False,0,0,0,19
2025-05-06 20:45:02.117036-04:00,3529982009808834035,Road maintenance operations,3,41.53024,-71.46518,1,20,North Kingstown,1.0,43,657,Tuesday,False,0,0,0,19
2025-05-06 20:45:02.117108-04:00,3900006399269942353,Road maintenance operations,3,41.52913,-71.46578,1,20,North Kingstown,1.0,43,657,Tuesday,False,0,0,0,19
2025-05-06 20:45:02.117147-04:00,3592641510393324606,Road maintenance operations,3,41.53095,-71.46638,1,20,North Kingstown,1.0,43,657,Tuesday,False,0,0,0,19
2025-05-06 21:00:01.715459-04:00,587694525145572057,Road maintenance operations,3,41.53059,-71.46461,1,21,North Kingstown,0.75,49,657,Tuesday,False,0,0,0,19
2025-05-06 21:15:02.245181-04:00,1872894315390763099,Construction work,2,41.52187,-71.46282,1,21,Saunderstown,9.0,2,235,Tuesday,False,0,0,0,50
2025-05-06 21:15:02.245204-04:00,3636394220281504917,Two lanes blocked,2,41.81669,-71.37605,1,21,East Providence,7.0,8,9,Tuesday,False,0,0,0,3
2025-05-06 21:15:02.245209-04:00,1179959845139406408,Construction work,1,41.66656,-71.49843,1,21,East Greenwich,8.0,7,235,Tuesday,False,0,0,0,18
2025-05-06 21:15:02.245282-04:00,423944872029432276,Road maintenance operations,1,41.95469,-71.30911,1,21,Attleboro,7.0,4,657,Tuesday,False,0,0,0,8
2025-05-06 21:15:02.245326-04:00,2867630139460139916,Right lane closed,1,41.90308,-70.96526,1,21,Middleboro,3.0,2,52,Tuesday,False,0,0,0,10
2025-05-06 21:15:02.245387-04:00,1598949454168328731,Construction work,2,41.53921,-71.46875,1,21,North Kingstown,9.0,49,235,Tuesday,False,0,0,0,19
2025-05-06 21:15:02.245415-04:00,3286225657691758208,Closed due to road construction,3,41.81838,-71.38015,1,21,East Providence,9.0,8,21,Tuesday,False,0,0,0,3
2025-05-06 21:15:02.245440-04:00,1853207071738089455,Closed due to road construction,3,41.81644,-71.38362,1,21,East Providence,9.0,8,21,Tuesday,False,0,0,0,3
2025-05-06 21:15:02.245462-04:00,513600451045411733,Two lanes blocked,2,41.8162,-71.37464,1,21,East Providence,7.0,8,9,Tuesday,False,0,0,0,3
2025-05-06 21:45:02.353912-04:00,3529982009815187122,Road maintenance operations,3,41.53024,-71.46518,1,21,North Kingstown,1.0,49,657,Tuesday,False,0,0,0,19
2025-05-06 21:45:02.354008-04:00,587694525136259293,Road maintenance operations,3,41.53059,-71.46461,1,21,North Kingstown,0.25,49,657,Tuesday,False,0,0,0,19
2025-05-06 21:45:02.354146-04:00,3592641510393563003,Road maintenance operations,3,41.53095,-71.46638,1,21,North Kingstown,1.0,49,657,Tuesday,False,0,0,0,19
2025-05-06 21:45:02.354162-04:00,3900006399281624603,Road maintenance operations,3,41.52913,-71.46578,1,21,North Kingstown,1.0,49,657,Tuesday,False,0,0,0,19
2025-05-06 22:00:01.949005-04:00,4558500527607980685,Road construction,1,41.44254,-71.79659,1,22,Ashaway,8.0,2,221,Tuesday,False,0,0,0,20
2025-05-06 22:00:01.949017-04:00,587694525146649167,Road maintenance operations,3,41.53059,-71.46461,1,22,North Kingstown,0.75,30,657,Tuesday,False,0,0,0,19
2025-05-06 22:15:02.485325-04:00,3077916443712249920,Road maintenance operations,1,41.71397,-71.17841,1,22,Somerset,6.0,5,657,Tuesday,False,0,0,0,17
2025-05-06 22:45:01.630219-04:00,587694525134077531,Road maintenance operations,3,41.53059,-71.46461,1,22,North Kingstown,0.25,30,657,Tuesday,False,0,0,0,19
2025-05-06 22:45:01.630327-04:00,3592641510403007442,Road maintenance operations,3,41.53095,-71.46638,1,22,North Kingstown,1.0,30,657,Tuesday,False,0,0,0,19
2025-05-06 22:45:01.630427-04:00,3900006399267329371,Road maintenance operations,3,41.52913,-71.46578,1,22,North Kingstown,1.0,30,657,Tuesday,False,0,0,0,19
2025-05-06 22:45:01.630578-04:00,3529982009817702372,Road maintenance operations,3,41.53024,-71.46518,1,22,North Kingstown,1.0,30,657,Tuesday,False,0,0,0,19
2025-05-06 23:00:02.321427-04:00,587694525134096024,Road maintenance operations,3,41.53059,-71.46461,1,23,North Kingstown,0.75,25,657,Tuesday,False,0,0,0,19
2025-05-06 23:15:01.845095-04:00,4506259279880065000,Construction work,1,41.81463,-71.41029,1,23,Providence,7.0,18,235,Tuesday,False,0,0,0,6
2025-05-06 23:15:01.845161-04:00,2476623763867943104,Right lane closed,2,41.95643,-71.30369,1,23,Attleboro,0.75,7,52,Tuesday,False,0,0,0,8
2025-05-06 23:15:01.845219-04:00,4302660646101770252,Construction work,1,41.84241,-71.41113,1,23,Providence,7.0,18,235,Tuesday,False,0,0,0,6
2025-05-06 23:15:01.845297-04:00,206411914728451118,Road maintenance operations,1,41.67551,-71.09575,1,23,Westport,1.0,5,657,Tuesday,False,0,0,0,5
2025-05-06 23:15:01.845379-04:00,3920577664296470388,Road maintenance operations,1,41.68022,-71.1206,1,23,Fall River,1.0,12,657,Tuesday,False,0,0,0,9
2025-05-06 23:15:01.845424-04:00,385154127373284283,Closed due to road construction,3,41.821,-71.42004,1,23,Providence,7.0,18,21,Tuesday,False,0,0,0,6
2025-05-06 23:45:01.951386-04:00,587694525144892913,Road maintenance operations,3,41.53059,-71.46461,1,23,North Kingstown,0.25,25,657,Tuesday,False,0,0,0,19
2025-05-06 23:45:01.951413-04:00,3900006399274296726,Road maintenance operations,3,41.52913,-71.46578,1,23,North Kingstown,1.0,25,657,Tuesday,False,0,0,0,19
2025-05-06 23:45:01.951429-04:00,3592641510404461713,Road maintenance operations,3,41.53095,-71.46638,1,23,North Kingstown,1.0,25,657,Tuesday,False,0,0,0,19
2025-05-06 23:45:01.951439-04:00,3529982009814914024,Road maintenance operations,3,41.53024,-71.46518,1,23,North Kingstown,1.0,25,657,Tuesday,False,0,0,0,19
2025-05-07 00:00:02.602640-04:00,2476623763872961776,Right lane closed,2,41.95643,-71.30369,1,0,Attleboro,0.25,12,52,Wednesday,False,0,0,0,8
2025-05-07 00:00:02.602813-04:00,587694525146993683,Road maintenance operations,3,41.53059,-71.46461,1,0,North Kingstown,0.75,26,657,Wednesday,False,0,0,0,19
2025-05-07 00:15:02.132514-04:00,3920577664296470392,Road maintenance operations,1,41.68022,-71.1206,1,0,Fall River,18.25,8,657,Wednesday,False,0,0,0,9
2025-05-07 00:15:02.132655-04:00,206411914728451122,Road maintenance operations,1,41.67551,-71.09575,1,0,Westport,18.25,6,657,Wednesday,False,0,0,0,5
2025-05-07 00:15:02.132737-04:00,3101876468991807862,Right lane closed,1,41.78523,-70.73523,1,0,West Wareham,1.25,6,52,Wednesday,False,0,0,0,21
2025-05-07 00:15:02.132760-04:00,2476623763861797663,Right lane closed,2,41.95643,-71.30369,1,0,Attleboro,6.0,12,52,Wednesday,False,0,0,0,8
2025-05-07 00:45:02.159949-04:00,3529982009808075896,Road maintenance operations,3,41.53024,-71.46518,1,0,North Kingstown,1.0,26,657,Wednesday,False,0,0,0,19
2025-05-07 00:45:02.159989-04:00,587694525145020000,Road maintenance operations,3,41.53059,-71.46461,1,0,North Kingstown,0.25,26,657,Wednesday,False,0,0,0,19
2025-05-07 00:45:02.160048-04:00,3900006399268736374,Road maintenance operations,3,41.52913,-71.46578,1,0,North Kingstown,1.0,26,657,Wednesday,False,0,0,0,19
2025-05-07 00:45:02.160116-04:00,3592641510391930508,Road maintenance operations,3,41.53095,-71.46638,1,0,North Kingstown,1.0,26,657,Wednesday,False,0,0,0,19
2025-05-07 01:00:01.762675-04:00,587694525133359055,Road maintenance operations,3,41.53059,-71.46461,1,1,North Kingstown,0.75,30,657,Wednesday,False,0,0,0,19
2025-05-07 01:30:01.880615-04:00,3575805123523959544,Road maintenance operations,1,41.78523,-70.73523,1,1,West Wareham,2.75,2,657,Wednesday,False,0,0,0,21
